backend,accuracy,prediction_agreement,avg_latency_ms,p50_latency_ms,p95_latency_ms
sklearn_joblib,n/a,0.9915524165628029,3.9557799998874543,3.662099999928614,5.113510000956012
onnxruntime,n/a,0.9915524165628029,1.9419699998252327,1.8481000006431714,2.59587000036845
